stationID,x,y
al010252,-86.50000109920042,31.319998965932143
al010272,-85.84999793863962,33.58000069374906
al010369,-85.83000332951596,33.269999529412445
al010505,-87.34999940110933,33.4500000616369
al010583,-87.77999943389521,30.879997169483364
al010655,-86.87999677277297,34.67999849621942
al010831,-86.75000059976186,33.56999893008618
al011084,-87.05000445953665,31.0699994653707
al011566,-88.25000206223157,31.469998666269
al011620,-86.33000233063886,33.279996833974266
al011694,-86.62999727221153,32.84999680118838
al012245,-87.83000379310857,32.52000102772812
al012758,-86.96999926843573,31.43000052981959
al012813,-87.8799992341198,30.550001396023102
al013154,-86.00000209807753,34.02000249019783
al013160,-88.15000226200699,32.82000042840184
al013511,-87.59999890167077,32.70000155995257
al013519,-86.62999727221153,31.829999730717905
al013620,-87.62000242899653,34.22999939520881
al013761,-85.32999986929202,31.349999797819713
al013775,-85.59999843807817,33.64999966208605
al014064,-86.76999520888552,34.65000212343288
al014502,-85.40000329673008,32.90000116040172
al015121,-87.22000322809822,32.47000112761583
al015478,-88.25000206223157,30.680002028135263
al015550,-86.40000129897584,32.299997899953205
al015635,-87.3000039600981,34.47999889577025
al015749,-87.59999890167077,34.7299983963317
al016121,-86.48000203097571,33.94999906275979
al016988,-87.59999890167077,30.550001396023102
al017131,-87.73000399288398,34.49999796399496
al017157,-86.77999697254839,34.19999856332122
al017207,-85.97000126618995,34.27999929532109
al017304,-86.02999847086406,34.67999849621942
al017366,-87.0000001003233,32.419996768402484
al018024,-86.09999743920106,33.43000099341219
al018178,-87.74999860200764,31.920002226380657
al018209,-86.69999624054851,32.880002092177016
al018323,-85.97000126618995,31.819997967055023
al018438,-85.73000352929138,32.129999131391635
al018469,-85.59999843807817,34.570001391433
al018517,-88.12000143011942,33.749999462310626
al018998,-87.83000379310857,33.9199982308722
ar030064,-91.08000175950838,35.89999962624009
ar030130,-92.87000085898894,34.79999736466869
ar030220,-93.05000139121339,34.11999783132135
ar030458,-91.78000036108041,35.81999889424022
ar030460,-91.6299962016425,35.76999899412793
ar030536,-91.09999636863203,35.43000145700479
ar030582,-92.6200013584275,34.549997864107254
ar030764,-93.18000202332556,34.59999776421954
ar030798,-93.65000019256087,35.099996765342425
ar030806,-89.9199978341618,35.93000045812767
ar030936,-91.18000155973296,34.90000162399432
ar031102,-92.06999799809127,34.95000152410662
ar031132,-92.12999520276539,36.13000005857684
ar031152,-92.82000095887666,33.59999976197376
ar031596,-92.44999813076487,35.08000215621877
ar031632,-90.58000275838549,36.40000308646403
ar031730,-91.93000006141729,33.02999733341282
ar031838,-93.15000119143797,35.220000092892754
ar031948,-94.3499987941329,34.029999794759654
ar031968,-91.50000002863139,34.97000059233132
ar032148,-91.50000002863139,33.88000009442279
ar032300,-92.80000189065194,33.21999962930016
ar032366,-91.62000335618173,36.08000015846454
ar032443,-94.16999826190845,35.99999942646467
ar032444,-94.16999826190845,36.09999922668925
ar032540,-92.37000185786606,33.699999562198336
ar032574,-94.37000232145867,35.33000165678021
ar032794,-92.72000115865208,35.98000035823997
ar032930,-94.47000212168324,36.40000308646403
ar033242,-90.62999819939672,34.54999786410725
ar033428,-93.55000485143734,33.7200030895241
ar033466,-93.05000139121339,34.52000149132072
ar033734,-90.69999716773371,35.8300006579031
ar033862,-91.99999902975428,34.59999776421954
ar034106,-92.90000169087652,36.40000308646404
ar034248,-92.23000392119206,34.729998396331695
ar034548,-93.23000192343784,33.279996833974266
ar034562,-92.82000095887666,34.3699973318828
ar034572,-91.53000086051897,36.47999935936285
ar034638,-90.82000049528405,34.729998396331695
ar034756,-94.24999899390832,34.580003155095895
ar034900,-91.83000026119271,33.58000069374906
ar035036,-92.49999803087717,36.32999965902599
ar035112,-93.84999979301001,33.97000259008555
ar035186,-91.27999690085647,35.60000022556636
ar035200,-93.17000025966267,34.95000152410662
ar035754,-91.99999902975428,34.19999856332122
ar035820,-90.9800019592838,36.270002454351875
ar035866,-91.50000002863139,33.23000139296304
ar035908,-93.37999716467365,33.799999362422916
ar036376,-91.12999720051961,34.37999909554568
ar036506,-91.73000492006918,35.250000924780345
ar036768,-92.80000189065194,33.9199982308722
ar036920,-91.41999929663152,34.47000159120844
ar036928,-93.65000019256087,35.30000082489263
ar037488,-94.09999929357146,34.900001623994314
ar038052,-90.76999613607072,35.22000009289276
az020080,-112.87000103581389,32.3699968682902
az020159,-109.12999691375197,33.8499992625352
az020287,-111.37999687790601,31.96999766739189
az020632,-111.62999637846744,33.81999843064762
az020750,-110.5299985759971,36.679998959812
az020808,-109.76999831064987,33.48000089352448
az020949,-114.01999873839652,33.94999906275978
az021001,-112.06999817491621,36.19999902691383
az021314,-111.52999657824286,33.00000096062631
az021330,-110.37999887566022,32.299997899953205
az021353,-112.370002034691,33.97999989464737
az021654,-112.44999830758982,34.770000991882156
az022109,-112.16999797514079,34.299998363545804
az022140,-110.24999824354806,31.349999797819724
az022664,-109.59999954208831,31.4499995980443
az022754,-109.10000054096541,32.729997932739096
az023010,-111.6699989740179,35.13000205633106
az023160,-111.73000509689413,35.26999999300504
az023303,-109.55000410107706,35.71999909401565
az023393,-112.72000133547702,32.95000106051401
az023683,-109.4700033690772,34.029999794759654
az023961,-110.58000293521044,34.37999909554568
az024453,-112.12000253412955,34.75000192365746
az024675,-111.6000000056809,31.96999766739189
az024702,-113.87000349716071,33.269999529412445
az024829,-112.15000336601713,33.33000119318761
az025412,-109.84999904264976,34.069997931209066
az025635,-111.83000043801765,34.619996832444244
az025924,-110.93000223599645,31.349999797819713
az026132,-112.77999854015113,31.92999953094248
az026250,-114.3000035299466,34.15000312230999
az026323,-111.33000143689475,34.22999939520881
az026468,-109.87000256997551,34.79999736466869
az026481,-112.03000003846681,33.43000099341219
az026796,-112.47000183491556,34.54999786410725
az026801,-112.42999923936512,34.65000212343288
az027281,-111.15000090467032,33.669998730310766
az027390,-109.68000027408817,32.82000042840184
az027435,-109.37000356885262,34.49999796399496
az027716,-112.87999834037572,35.319999893117334
az028012,-110.08000393408754,34.49999796399496
az028162,-109.27999661408882,34.129999594984234
az028214,-111.52999657824286,33.56999893008618
az028396,-113.91999893817194,32.720000628177274
az028499,-111.93000023824222,33.3800010932999
az028619,-110.06999771132361,31.719998166830447
az028820,-110.87999787678312,32.179999031503925
az028865,-111.05000110444573,31.569998466493576
az029158,-112.84999750848813,34.930002455881905
az029287,-112.73000309913989,33.97000259008554
az029334,-109.82999997442504,32.249997999840915
az029359,-112.17999973880367,35.25000092478034
az029439,-110.7300026355473,35.0200004924436
az029542,-111.37000403244522,35.51999949356649
az029645,-114.1499993705087,34.870000792106744
az029654,-114.40000333017117,32.830002192064725
ca040136,-116.77999946733634,32.830002192064725
ca040161,-120.53000089396009,41.50000181611957
ca040212,-120.4300010937355,38.57999962318002
ca040343,-118.82999983104123,36.47999935936285
ca040379,-119.48000299160205,37.08000261981137
ca040383,-121.06999803153236,38.87999902385377
ca040442,-119.05000295881615,35.41999969334191
ca040449,-119.09999839982738,36.90000208758691
ca040693,-122.2699956342273,37.86999925794511
ca040738,-123.24999902734943,40.7499988553342
ca040822,-118.37000342546878,37.37000025682222
ca040924,-114.59999847151929,33.61999883019847
ca040927,-114.72000179906959,33.61999883019847
ca040931,-120.09999640207312,39.3800024840777
ca040983,-116.41999840288746,33.269999529412445
ca041018,-120.64999976240937,39.450001452414696
ca041072,-119.23000349104058,38.26999845884342
ca041194,-118.37000342546878,34.19999856332122
ca041244,-119.47000122793914,35.40000062511721
ca041253,-119.97000022906201,34.619996832444244
ca041277,-120.31999952984803,38.280000222506295
ca041316,-122.80000438543988,41.299997756569375
ca041424,-116.47000276210079,32.6200008279527
ca041428,-120.84999936285853,38.24999939061871
ca041484,-118.5699985668169,34.179999495096524
ca041497,-121.07999979519525,40.16999912221144
ca041614,-120.16999982951118,41.52999818890611
ca041700,-121.2200021909703,40.2999997543236
ca041715,-121.82000099231777,39.70000095297614
ca041758,-117.09999793623474,32.59999730062693
ca041838,-122.98000491766432,38.770001919067354
ca041864,-120.35000036173562,36.15000358590259
ca041912,-120.97000269040888,39.09999769252763
ca041948,-122.00000152454218,39.22000102007796
ca042012,-119.5700010281637,36.09999922668925
ca042081,-123.24999902734943,39.779997225874965
ca042147,-124.19999712948292,41.75000131668103
ca042239,-116.57999986688718,32.97999743330054
ca042257,-116.77999946733634,34.870000792106744
ca042294,-121.75000202398077,38.52999972306774
ca042319,-116.87000196299907,36.47000205480103
ca042402,-121.62000139186861,39.86999972153771
ca042467,-120.23000149328632,39.32000082030253
ca042500,-120.83000029463383,39.570000320863976
ca042598,-115.44999677342818,33.799999362422916
ca042713,-115.57000010097853,32.779997832851386
ca042805,-117.3499974367962,33.66999873031076
ca042910,-124.16999629759532,40.799998755446495
ca042934,-122.0500014246545,38.24999939061871
ca042941,-118.4300006301429,34.700002023545174
ca043083,-120.16999982951118,36.32999965902599
ca043157,-120.12999723396071,41.849996657804546
ca043161,-123.80000238768567,39.450001452414696
ca043182,-122.84999982645111,41.5999971572431
ca043191,-123.24999902734943,38.52000241850591
ca043257,-119.82000052872516,36.729998859924294
ca043261,-119.7200007285006,36.97999836048573
ca043384,-120.78000039452152,38.91999716030317
ca043463,-118.69999473982803,35.71999909401565
ca043551,-118.97000222681628,36.729998859924294
ca043578,-122.87999619923762,38.42999992284317
ca043710,-117.94999623814368,36.13000005857683
ca043714,-122.43000155732811,37.470000057046796
ca043747,-119.66999636928723,36.31999789536311
ca043761,-123.37999520036054,41.80000121679331
ca043824,-121.55000242353165,40.929999387558645
ca043855,-115.62999730565262,33.699999562198336
ca043914,-116.76999770367345,33.23000139296305
ca043939,-119.77999793317474,37.949999989944985
ca044211,-116.72000226266222,33.749999462310626
ca044223,-115.57000010097853,32.84999680118838
ca044232,-118.19999573870513,36.79999782826129
ca044297,-115.12000099996791,34.15000312230998
ca044374,-120.30000492072439,41.27000138378284
ca044500,-122.55000488487843,37.94999998994498
ca044555,-121.1299952362065,36.19999902691382
ca044838,-121.51999713254297,41.72999778935526
ca044890,-119.02999943149038,36.37999955913828
ca044957,-119.05000295881615,36.17999995868913
ca044997,-121.76999663310441,37.680001421158835
ca045032,-121.27999939564442,38.119998758506554
ca045064,-120.46999923018492,34.63000305520817
ca045114,-118.37999627092954,33.92999999453508
ca045115,-118.23000548879484,34.04999886298435
ca045118,-120.84999936285853,37.049997328822734
ca045123,-121.9800024563175,37.22000055648536
ca045233,-120.01999567007327,36.970001055923916
ca045311,-121.57000149175632,40.53000018666033
ca045449,-122.12999769755329,41.249997856457085
ca045502,-116.03000096565201,33.54999986186147
ca045532,-120.46999923018492,37.32000035670994
ca045679,-121.57000149175632,40.34999965443589
ca045738,-120.9999990631954,37.65000058927125
ca045795,-121.91999633344128,36.59999822781213
ca045915,-121.92999809710416,37.86999925794511
ca045933,-121.65000222375622,37.33000212037281
ca045941,-122.00000152454218,41.77999768946756
ca045983,-122.31999999344065,41.32000128389514
ca046006,-118.06999956569399,34.22999939520881
ca046074,-122.2699956342273,38.280000222506295
